{'01044099999': -10.0, '02293099999': -27.6}
         387298 function calls (381502 primitive calls) in 10.227 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:732(close)
        2    0.000    0.000    0.000    0.000 client.py:1240(endheaders)
        2    0.000    0.000    0.000    0.000 ipaddress.py:27(ip_address)
       31    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.000    0.000 langrussianmodel.py:4(<module>)
        5    0.000    0.000    0.000    0.000 socket.py:496(close)
        2    0.000    0.000    0.000    0.000 client.py:1002(_send_output)
      173    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 ssl.py:1120(getpeercert)
        2    0.000    0.000    0.000    0.000 client.py:1056(putrequest)
        2    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 client.py:943(send)
       10    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        2    0.000    0.000    0.000    0.000 socket.py:486(_decref_socketios)
  803/799    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       73    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
       44    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
        2    0.000    0.000    0.000    0.000 ssl.py:1193(sendall)
        4    0.000    0.000    0.000    0.000 structures.py:82(copy)
       57    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       22    0.000    0.000    0.000    0.000 queue.py:121(put)
       60    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        2    0.000    0.000    0.000    0.000 ssl.py:1298(_real_close)
       10    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
       82    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        2    0.000    0.000    0.000    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
      253    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 cookies.py:3(<module>)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:802(__getitem__)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
       17    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
        4    0.000    0.000    0.000    0.000 cookies.py:118(extract_cookies_to_jar)
    77/64    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      634    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      173    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
     1094    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
     1094    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       24    0.000    0.000    0.000    0.000 queue.py:153(get)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:4(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        6    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:4(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:4(<module>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1558(_ip_int_from_string)
      302    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
        8    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
      308    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
        5    0.000    0.000    0.000    0.000 typing.py:818(__getitem_inner__)
      100    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
      310    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      309    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      311    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:17(where)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 client.py:204(_read_headers)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
        2    0.000    0.000    0.000    0.000 models.py:566(prepare_cookies)
       77    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 ssl.py:1166(send)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      312    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        2    0.000    0.000    0.000    0.000 connectionpool.py:244(_get_conn)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      312    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        2    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
       82    0.000    0.000    0.000    0.000 ipaddress.py:1151(_parse_octet)
        1    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
       73    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       68    0.000    0.000    0.000    0.000 status_codes.py:114(doc)
        6    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
      170    0.000    0.000    0.000    0.000 types.py:171(__get__)
     1238    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       44    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
      438    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        3    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
       16    0.000    0.000    0.000    0.000 message.py:462(get)
        4    0.000    0.000    0.000    0.000 utils.py:811(select_proxy)
        4    0.000    0.000    0.000    0.000 adapters.py:114(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
      215    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
      473    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
    34/10    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
        1    0.000    0.000    0.000    0.000 models.py:14(CharsetMatch)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
       10    0.000    0.000    0.000    0.000 client.py:1212(putheader)
       49    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 connectionpool.py:996(_new_conn)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
      365    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x7f970bb46700}
       66    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:330(request_url)
       14    0.000    0.000    0.000    0.000 utils.py:322(to_key_val_list)
      190    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
    34/10    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       94    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
      433    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        6    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
       45    0.000    0.000    0.000    0.000 threading.py:341(notify)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
      146    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      173    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:999(__init__)
        2    0.000    0.000    0.000    0.000 models.py:606(__init__)
      552    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      371    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
       26    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
        2    0.000    0.000    0.000    0.000 _collections.py:231(extend)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       24    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      209    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      268    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       73    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
       34    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
        2    0.000    0.000    0.000    0.000 models.py:446(prepare_headers)
        2    0.000    0.000    0.000    0.000 response.py:275(release_conn)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
       85    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        5    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        2    0.000    0.000    0.000    0.000 response.py:195(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1677(extract_cookies)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1538(_make_netmask)
        1    0.000    0.000    0.000    0.000 auth.py:3(<module>)
        2    0.000    0.000    0.000    0.000 client.py:246(__init__)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        6    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        2    0.000    0.000    0.000    0.000 sessions.py:667(<listcomp>)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
       34    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        8    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       11    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
       57    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 sessions.py:144(resolve_redirects)
        2    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
       62    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
       44    0.000    0.000    0.000    0.000 parse.py:420(_remove_unsafe_bytes_from_url)
        1    0.000    0.000    0.000    0.000 structures.py:3(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl_match_hostname.py:25(_dnsname_match)
       73    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      387    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
       16    0.000    0.000    0.000    0.000 parse.py:158(hostname)
        2    0.000    0.000    0.000    0.000 utils.py:873(default_headers)
       50    0.000    0.000    0.000    0.000 parse.py:113(_coerce_args)
       22    0.000    0.000    0.000    0.000 _collections.py:215(add)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1148(__init__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1099(_make_netmask)
       68    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 socket.py:301(makefile)
        5    0.000    0.000    0.000    0.000 socket.py:219(__init__)
       59    0.000    0.000    0.000    0.000 __init__.py:21(__new__)
       17    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        2    0.000    0.000    0.000    0.000 connectionpool.py:75(__init__)
        2    0.000    0.000    0.000    0.000 models.py:544(prepare_auth)
        4    0.000    0.000    0.000    0.000 adapters.py:147(init_poolmanager)
       22    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        2    0.000    0.000    0.000    0.000 adapters.py:204(cert_verify)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1258(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       11    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
      105    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1596(make_cookies)
    49/48    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:496(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:989(get_auth_from_url)
       17    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        2    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       10    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1093(_normalize_host)
        2    0.000    0.000    0.000    0.000 message.py:451(items)
       33    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
      190    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       12    0.000    0.000    0.000    0.000 cookiejar.py:1223(deepvalues)
        1    0.000    0.000    0.000    0.000 models.py:348(CliDetectionResult)
       26    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       49    0.000    0.000    0.000    0.000 re.py:270(escape)
        4    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1662(_parse_hextet)
       11    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1353(add_cookie_header)
        4    0.000    0.000    0.000    0.000 parse.py:484(urlunparse)
       28    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        2    0.000    0.000    0.000    0.000 ssl.py:596(options)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        6    0.000    0.000    0.000    0.000 connection.py:132(host)
        2    0.000    0.000    0.000    0.000 poolmanager.py:78(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
        5    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
       17    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        6    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
      180    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        6    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        2    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
       99    0.000    0.000    0.000    0.000 constant.py:342(<lambda>)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        4    0.000    0.000    0.000    0.000 poolmanager.py:170(__init__)
      258    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method today}
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        2    0.000    0.000    0.000    0.000 ssl.py:544(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        5    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      126    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        6    0.000    0.000    0.000    0.000 idna.py:147(encode)
      189    0.000    0.000    0.000    0.000 status_codes.py:115(<genexpr>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
       47    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        2    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
       45    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 resources.py:34(_get_package)
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 ssl.py:1372(version)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        2    0.000    0.000    0.000    0.000 models.py:84(_encode_params)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       10    0.000    0.000    0.000    0.000 client.py:1260(<genexpr>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       36    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
      171    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:109(import_module)
       24    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        8    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
       12    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1218(IPv4Address)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1024(get_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
       12    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
       16    0.000    0.000    0.000    0.000 parse.py:198(_hostinfo)
        6    0.000    0.000    0.000    0.000 url.py:91(__new__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:633(requote_uri)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        4    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        2    0.000    0.000    0.000    0.000 models.py:739(iter_content)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
       47    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
      102    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       31    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
       17    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 brotli.py:25(BrotliEncoderMode)
      173    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:834(create_module)
        1    0.000    0.000    0.000    0.000 response.py:157(HTTPResponse)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        5    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        2    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
      135    0.000    0.000    0.000    0.000 enum.py:748(name)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        2    0.000    0.000    0.000    0.000 utils.py:244(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
      166    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       95    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
       28    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        2    0.000    0.000    0.000    0.000 response.py:317(_init_length)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
       15    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       34    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
       46    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
        4    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 models.py:586(prepare_hooks)
        2    0.000    0.000    0.000    0.000 client.py:820(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        4    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        8    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 six.py:957(wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:559(__init__)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(__init__)
       53    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:746(<lambda>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f970bbc4820}
        1    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        2    0.000    0.000    0.000    0.000 client.py:415(close)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
       54    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
       36    0.000    0.000    0.000    0.000 url.py:413(ensure_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1050(resource_path)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
      227    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        4    0.000    0.000    0.000    0.000 connectionpool.py:324(_get_timeout)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
       22    0.000    0.000    0.000    0.000 queue.py:18(_put)
    85/80    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 models.py:177(register_hook)
       22    0.000    0.000    0.000    0.000 queue.py:21(_get)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        6    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
       27    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
       92    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       36    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 response.py:635(closed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1402(IPv4Network)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        4    0.000    0.000    0.000    0.000 parse.py:495(urlunsplit)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
